Device ID, Warm?, Sync, Arm, Timestamp, Orientation_W, Orientation_X, Orientation_Y, Orientation_Z, Acc_X, Acc_Y, Acc_Z, Gyro_X, Gyro_Y, Gyro_Z, Pose, EMG_1, EMG_2, EMG_3, EMG_4, EMG_5, EMG_6, EMG_7, EMG_8,Locked, RSSI, Roll, Pitch, Yaw 
2089573914480,cold,True,right,2025-02-21 12:32:28 954330,0.9144287109375,-0.20391845703125,-0.16107177734375,0.31024169921875,-0.44384765625,-0.6845703125,-0.39111328125,4.0,-1.1875,-1.75,rest,-1,0,8,4,0,0,-2,0,False,0,-0.5003185621657934,-0.16885049023559412,0.697389682376252
2089573914480,cold,True,right,2025-02-21 12:32:28 954330,0.9144287109375,-0.20391845703125,-0.16107177734375,0.31024169921875,-0.44384765625,-0.6845703125,-0.39111328125,4.0,-1.1875,-1.75,rest,-3,-6,-6,-4,-3,-3,-1,-2,False,0,-0.5003185621657934,-0.16885049023559412,0.697389682376252
2089573914480,cold,True,right,2025-02-21 12:32:28 954330,0.9144287109375,-0.20391845703125,-0.16107177734375,0.31024169921875,-0.44384765625,-0.6845703125,-0.39111328125,4.0,-1.1875,-1.75,rest,0,0,-5,-2,1,0,0,2,False,0,-0.5003185621657934,-0.16885049023559412,0.697389682376252
2089573914480,cold,True,right,2025-02-21 12:32:28 955328,0.9144287109375,-0.20391845703125,-0.16107177734375,0.31024169921875,-0.44384765625,-0.6845703125,-0.39111328125,4.0,-1.1875,-1.75,rest,-1,2,0,-7,-1,1,-1,-3,False,0,-0.5003185621657934,-0.16885049023559412,0.697389682376252
2089573914480,cold,True,right,2025-02-21 12:32:28 956326,0.9144287109375,-0.20391845703125,-0.16107177734375,0.31024169921875,-0.44384765625,-0.6845703125,-0.39111328125,4.0,-1.1875,-1.75,rest,-2,0,6,2,1,-1,-1,-1,False,0,-0.5003185621657934,-0.16885049023559412,0.697389682376252
2089573914480,cold,True,right,2025-02-21 12:32:28 956326,0.9144287109375,-0.20391845703125,-0.16107177734375,0.31024169921875,-0.44384765625,-0.6845703125,-0.39111328125,4.0,-1.1875,-1.75,rest,1,-4,-7,-2,-1,0,-2,1,False,0,-0.5003185621657934,-0.16885049023559412,0.697389682376252
2089573914480,cold,True,right,2025-02-21 12:32:28 956326,0.9144287109375,-0.20391845703125,-0.16107177734375,0.31024169921875,-0.44384765625,-0.6845703125,-0.39111328125,4.0,-1.1875,-1.75,rest,-3,-2,5,5,-1,-2,-2,-3,False,0,-0.5003185621657934,-0.16885049023559412,0.697389682376252
2089573914480,cold,True,right,2025-02-21 12:32:28 957325,0.9144287109375,-0.20391845703125,-0.16107177734375,0.31024169921875,-0.44384765625,-0.6845703125,-0.39111328125,4.0,-1.1875,-1.75,rest,1,-4,-10,-1,-1,-2,-1,2,False,0,-0.5003185621657934,-0.16885049023559412,0.697389682376252
2089573914480,cold,True,right,2025-02-21 12:32:28 967487,0.9146728515625,-0.202880859375,-0.162109375,0.30963134765625,0.2822265625,-0.48193359375,0.8701171875,3.5625,0.375,-2.3125,rest,-1,-6,12,-1,-1,-2,-2,-3,False,0,-0.4990295041339385,-0.17176083778463846,0.6966503166141258
2089573914480,cold,True,right,2025-02-21 12:32:28 968472,0.9146728515625,-0.202880859375,-0.162109375,0.30963134765625,0.2822265625,-0.48193359375,0.8701171875,3.5625,0.375,-2.3125,rest,0,5,-3,1,1,0,0,0,False,0,-0.4990295041339385,-0.17176083778463846,0.6966503166141258
