Device ID, Warm?, Sync, Arm, Timestamp, Orientation_W, Orientation_X, Orientation_Y, Orientation_Z, Acc_X, Acc_Y, Acc_Z, Gyro_X, Gyro_Y, Gyro_Z, Pose, EMG_1, EMG_2, EMG_3, EMG_4, EMG_5, EMG_6, EMG_7, EMG_8,Locked, RSSI, Roll, Pitch, Yaw 
1757856854048,cold,True,right,2025-02-21 12:30:12 763832,0.933837890625,-0.26666259765625,-0.1925048828125,0.140380859375,0.29833984375,-0.50439453125,0.74853515625,-0.75,4.0625,-0.375,rest,35,27,10,10,15,12,10,11,False,0,-0.6137351812885761,-0.2886601420667615,0.3904493391776928
1757856854048,cold,True,right,2025-02-21 12:30:12 780018,0.933837890625,-0.26666259765625,-0.1925048828125,0.140380859375,0.29833984375,-0.50439453125,0.74853515625,-0.75,4.0625,-0.375,rest,-4,-23,-24,-13,-14,-9,-6,9,False,0,-0.6137351812885761,-0.2886601420667615,0.3904493391776928
1757856854048,cold,True,right,2025-02-21 12:30:12 780018,0.933837890625,-0.26666259765625,-0.1925048828125,0.140380859375,0.29833984375,-0.50439453125,0.74853515625,-0.75,4.0625,-0.375,rest,14,-26,18,-7,5,3,2,14,False,0,-0.6137351812885761,-0.2886601420667615,0.3904493391776928
1757856854048,cold,True,right,2025-02-21 12:30:12 780018,0.9339599609375,-0.26666259765625,-0.19232177734375,0.13983154296875,0.29443359375,-0.498046875,0.75341796875,-2.25,3.0,-1.0625,rest,-8,11,11,-8,-16,-11,-13,-25,False,0,-0.6134820027854726,-0.28865798918352925,0.3892202024014444
1757856854048,cold,True,right,2025-02-21 12:30:12 781067,0.9339599609375,-0.26666259765625,-0.19232177734375,0.13983154296875,0.29443359375,-0.498046875,0.75341796875,-2.25,3.0,-1.0625,rest,-14,-23,2,-12,-20,-7,-6,-2,False,0,-0.6134820027854726,-0.28865798918352925,0.3892202024014444
1757856854048,cold,True,right,2025-02-21 12:30:12 802359,0.9339599609375,-0.26666259765625,-0.19232177734375,0.13983154296875,0.29443359375,-0.498046875,0.75341796875,-2.25,3.0,-1.0625,rest,-3,12,-17,5,19,3,4,11,False,0,-0.6134820027854726,-0.28865798918352925,0.3892202024014444
1757856854048,cold,True,right,2025-02-21 12:30:12 802359,0.9339599609375,-0.26666259765625,-0.19232177734375,0.13983154296875,0.29443359375,-0.498046875,0.75341796875,-2.25,3.0,-1.0625,rest,7,-9,26,17,19,9,0,-11,False,0,-0.6134820027854726,-0.28865798918352925,0.3892202024014444
1757856854048,cold,True,right,2025-02-21 12:30:12 803303,0.93402099609375,-0.26666259765625,-0.1925048828125,0.13946533203125,0.30224609375,-0.4951171875,0.7724609375,-3.0,0.75,-0.6875,rest,7,44,-3,-12,-2,4,7,-11,False,0,-0.6135178270552889,-0.28924308004710836,0.3886453908248413
1757856854048,cold,True,right,2025-02-21 12:30:12 803303,0.93402099609375,-0.26666259765625,-0.1925048828125,0.13946533203125,0.30224609375,-0.4951171875,0.7724609375,-3.0,0.75,-0.6875,rest,-17,-39,-6,-2,-10,-5,-4,3,False,0,-0.6135178270552889,-0.28924308004710836,0.3886453908248413
1757856854048,cold,True,right,2025-02-21 12:30:12 816656,0.93402099609375,-0.26666259765625,-0.1925048828125,0.13946533203125,0.30224609375,-0.4951171875,0.7724609375,-3.0,0.75,-0.6875,rest,30,26,2,9,0,1,2,6,False,0,-0.6135178270552889,-0.28924308004710836,0.3886453908248413
