Device ID,Orientation_W,Orientation_X,Orientation_Y,Orientation_Z,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,EMG_1,EMG_2,EMG_3,EMG_4,EMG_5,EMG_6,EMG_7,EMG_8,RSSI,Roll,Pitch,Yaw,label
1758391112608.0,-0.1665,0.09393,0.19794,-0.96271,-0.1001,-0.3667,0.86768,1.1875,-0.1875,0.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,-1.0,-1.0,0.0,-0.40967,0.12555,2.7806,left
2339020132128.0,-0.18695,0.02112,0.17676,-0.96387,0.02246,-0.3252,0.89453,-0.125,0.5,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.35238,-0.0227,2.74827,left
1521362266960.0,-0.16159,0.08371,0.18497,-0.96548,-0.10278,-0.34766,0.87695,0.4375,-1.3125,0.0625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.37167,0.11179,2.76327,left
1358926594368.0,-0.16052,0.05127,0.1759,-0.96863,-0.08057,-0.34717,0.85791,-0.8125,1.5625,0.375,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.35262,0.03744,2.78489,left
2361628591648.0,-0.14343,0.11359,0.19443,-0.96301,-0.15649,-0.38452,0.86279,-1.09375,-1.1875,-0.5,-1.0,-1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.39217,0.17107,2.79145,left
2201430464960.0,-0.14099,0.09985,0.20148,-0.96222,-0.13843,-0.38916,0.85791,1.0625,-1.15625,-0.5,-1.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.4117,0.14968,2.79249,left
2611942479392.0,-0.15338,0.0733,0.19684,-0.96313,-0.09814,-0.36743,0.87549,0.3125,-0.34375,0.4375,0.0,-1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.41293,0.07982,2.7815,left
1307342369120.0,-0.13898,0.12238,0.19409,-0.96228,-0.16992,-0.37305,0.84814,1.0,-0.3125,-0.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.40466,0.19321,2.79005,left
1730393656800.0,-0.13821,0.11163,0.14697,-0.97485,-0.15918,-0.29199,0.85596,0.625,-1.6875,0.4375,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.31953,0.17931,2.82598,left
